         632         814          72           9          18          18
         633         815           0           0           0           0
         634         814         824          12         142          13
         635         815           0           0           0           0
         636         816          36           3           8          17
         637         817           0           0           0           0
         638         818           0           0           0           0
         639         819           0           0           0           0
         640         814        1128          20         191          18
         641         815           0           0           0           0
         642         816           0           0           0           0
         643         817           0           0           0           0
         644         818           4           1           1          18
         645         819           0           0           0           0
         646         820           0           0           0           0
         647         821           0           0           0           0
         648         818         868          19         149          10
         649         819           0           0           0           0
         650         820           0           0           0           0
         651         821           0           0           0           0
         652         818         316           5          68          14
         653         819           0           0           0           0
         654         820           0           0           0           0
         655         821           0           0           0           0
         656         822          16           1           4          16
         657         823           0           0           0           0
         658         824           4           1           1          18
         659         825           0           0           0           0
         660         826           0           0           0           0
         661         827           0           0           0           0
         662         806         996          17         187          18
         663         807           0           0           0           0
         664         808          40           3           9          16
         665         809           0           0           0           0
         666         810           0           0           0           0
         667         811           0           0           0           0
         668         812         896          15         146           9
         669         813           0           0           0           0
         670         814          16           3           4          18
         671         815           0           0           0           0
         672         816          44           2          11          14
         673         817           0           0           0           0
         674         818          24           2           5          17
         675         819           0           0           0           0
         676         820           0           0           0           0
         677         821           0           0           0           0
         678         822           4           1           1          18
         679         823           0           0           0           0
         680         824           0           0           0           0
         681         825           0           0           0           0
         682         826           4           1           1          18
         683         827           0           0           0           0
         684         828           0           0           0           0
         685         829           0           0           0           0
         686         814        2036          34         251          16
         687         815           0           0           0           0
         688         816          96           5          21          15
         689         817           0           0           0           0
         690         818           4           1           1          18
         691         819           0           0           0           0
         692         820           0           0           0           0
         693         821           0           0           0           0
         694         822          96           5          24          18
         695         823           0           0           0           0
         696         812         948          13         176           7
         697         813           0           0           0           0
         698         814          40           7          10          18
         699         815           0           0           0           0
         700         812        1004          25         152          13
         701         813           0           0           0           0
         702         814         240          12          60          18
         703         815           0           0           0           0
         704         816           4           1           1          18
         705         817           0           0           0           0
         706         818           0           0           0           0
         707         819           0           0           0           0
         708         816        1008          20         162          14
         709         817           0           0           0           0
         710         818           0           0           0           0
         711         819           0           0           0           0
         712         820         128           9          31          16
         713         821           0           0           0           0
         714         822           0           0           0           0
         715         823           0           0           0           0
         716         824         172           4          42          18
         717         825           0           0           0           0
         718         826           0           0           0           0
         719         827           0           0           0           0
         720         828         556          11         114          12
         721         829           0           0           0           0
         722         830           0           0           0           0
         723         831           0           0           0           0
         724         832         108           4          20          15
         725         833           0           0           0           0
         726         834           0           0           0           0
         727         835           0           0           0           0
         728         836           4           1           1          18
         729         837           0           0           0           0
         730         838           0           0           0           0
         731         839           0           0           0           0
         732         840          20           1           5          16
         733         841           0           0           0           0
         734         840         544          21         101          18
         735         841           0           0           0           0
         736         842          40           3           9          16
         737         843           0           0           0           0
         738         844           0           0           0           0
         739         845           0           0           0           0
         740         846          24           2           5          17
         741         847           0           0           0           0
         742         848           0           0           0           0
         743         849           0           0           0           0
         744         850           4           1           1          18
         745         851           0           0           0           0
         746         852           0           0           0           0
         747         853           0           0           0           0
         748         854           4           1           1          18
         749         855           0           0           0           0
         750         856           0           0           0           0
         751         857           0           0           0           0
         752         822        2012          29         300           6
         753         823           0           0           0           0
         754         810        1104          20         255          18
         755         811           0           0           0           0
         756         812         320           8          80           8
         757         813           0           0           0           0
         758         814         304           9          69          18
         759         815           0           0           0           0
         760         816          12           1           3          17
         761         817           0           0           0           0
         762         818           4           1           1          18
         763         819           0           0           0           0
         764         820           0           0           0           0
         765         821           0           0           0           0
         766         820        1672          23         201          18
         767         821           0           0           0           0
         768         822         608          14          91           8
         769         823           0           0           0           0
         770         824           0           0           0           0
         771         825           0           0           0           0
         772         826          48           3          11          18
         773         827           0           0           0           0
         774         828           0           0           0           0
         775         829           0           0           0           0
         776         830           4           1           1          18
         777         831           0           0           0           0
         778         832           0           0           0           0
         779         833           0           0           0           0
         780         822        1044          18         197          14
         781         823           0           0           0           0
         782         824           0           0           0           0
         783         825           0           0           0           0
         784         826          36           2           8          16
         785         827           0           0           0           0
         786         828           0           0           0           0
         787         829           0           0           0           0
         788         830          12           1           3          17
         789         831           0           0           0           0
         790         832           4           1           1          18
         791         833           0           0           0           0
         792         834           0           0           0           0
         793         835           0           0           0           0
         794         810        2228          32         280          18
         795         811           0           0           0           0
         796         806         272           6          64          13
         797         807           0           0           0           0
         798         808          76           5          19          18
         799         809           0           0           0           0
         800         810          44           2          11          13
         801         811           0           0           0           0
         802         812          16           3           4          18
         803         813           0           0           0           0
         804         814          12           1           3          17
         805         815           0           0           0           0
         806         816           4           1           1          18
         807         817           0           0           0           0
         808         818           0           0           0           0
         809         819           0           0           0           0
         810         804        1664          30         218          18
         811         805           0           0           0           0
         812         806         188          12          40          15
         813         807           0           0           0           0
         814         808           0           0           0           0
         815         809           0           0           0           0
         816         810           4           1           1          18
         817         811           0           0           0           0
         818         812           0           0           0           0
         819         813           0           0           0           0
         820         814          12           1           3          17
         821         815           0           0           0           0
         822         816          52           5          13          18
         823         817           0           0           0           0
         824         818          16           3           4          18
         825         819           0           0           0           0
         826         816         900          14         124          12
         827         817           0           0           0           0
         828         818          24           2           5          17
         829         819           0           0           0           0
         830         820           0           0           0           0
         831         821           0           0           0           0
         832         822           4           1           1          18
         833         823           0           0           0           0
         834         824           0           0           0           0
         835         825           0           0           0           0
         836         826           4           1           1          18
         837         827           0           0           0           0
         838         828           0           0           0           0
         839         829           0           0           0           0
         840         814        2372          34         276          12
         841         815           0           0           0           0
         842         816         204           9          51          18
         843         817           0           0           0           0
         844         818         104           6          25          16
         845         819           0           0           0           0
         846         820           0           0           0           0
         847         821           0           0           0           0
         848         816         344           9          85          18
         849         817           0           0           0           0
         850         818           0           0           0           0
         851         819           0           0           0           0
         852         820         384           7          92          18
         853         821           0           0           0           0
         854         822         164           4          41           9
         855         823           0           0           0           0
         856         824         120           3          24          12
         857         825           0           0           0           0
         858         826           4           1           1          18
         859         827           0           0           0           0
         860         828           0           0           0           0
         861         829           0           0           0           0
         862         810        1132          27         210          17
         863         811           0           0           0           0
         864         812           4           1           1          18
         865         813           0           0           0           0
         866         814           0           0           0           0
         867         815           0           0           0           0
         868         810         492           7         111          15
         869         811           0           0           0           0
         870         812           0           0           0           0
         871         813           0           0           0           0
         872         812        1884          23         223          10
         873         813           0           0           0           0
         874         814           0           0           0           0
         875         815           0           0           0           0
         876         816          40           2           9          17
         877         817           0           0           0           0
         878         818           0           0           0           0
         879         819           0           0           0           0
         880         820           4           1           1          18
         881         821           0           0           0           0
         882         822           0           0           0           0
         883         823           0           0           0           0
         884         812         840          15         192          16
         885         813           0           0           0           0
         886         808        1176          31         196          14
         887         809           0           0           0           0
         888         810           4           1           1          18
         889         811           0           0           0           0
         890         812           0           0           0           0
         891         813           0           0           0           0
         892         814         256           9          63          17
         893         815           0           0           0           0
         894         816           0           0           0           0
         895         817           0           0           0           0
         896         818         120           5          26          16
         897         819           0           0           0           0
         898         820          28           3           7          17
         899         821           0           0           0           0
         900         822          12           2           3          18
         901         823           0           0           0           0
         902         824           4           1           1          18
         903         825           0           0           0           0
         904         826           0           0           0           0
         905         827           0           0           0           0
         906         828         280           9          70           8
         907         829           0           0           0           0
         908         830           4           1           1          18
         909         831           0           0           0           0
         910         832           0           0           0           0
         911         833           0           0           0           0
         912         812        2212          31         249          13
         913         813           0           0           0           0
         914         814         584          21         120          11
         915         815           0           0           0           0
         916         816           4           1           1          18
         917         817           0           0           0           0
         918         818           0           0           0           0
         919         819           0           0           0           0
         920         820         120           6          29          18
         921         821           0           0           0           0
         922         822           0           0           0           0
         923         823           0           0           0           0
         924         824           4           1           1          18
         925         825           0           0           0           0
         926         826           0           0           0           0
         927         827           0           0           0           0
         928         812         888          18         189          14
         929         813           0           0           0           0
         930         806         560          15         129           9
         931         807           0           0           0           0
         932         808          60           3          14          18
         933         809           0           0           0           0
         934         810           0           0           0           0
         935         811           0           0           0           0
         936         812          12           2           3          18
         937         813           0           0           0           0
         938         798        1520          23         247          15
         939         799           0           0           0           0
         940         800          48           3          11          15
         941         801           0           0           0           0
         942         802           0           0           0           0
         943         803           0           0           0           0
         944         804          28           2           6          16
         945         805           0           0           0           0
         946         806           0           0           0           0
         947         807           0           0           0           0
         948         808           4           1           1          18
         949         809           0           0           0           0
         950         810           0           0           0           0
         951         811           0           0           0           0
         952         802        1052          20         192          16
         953         803           0           0           0           0
         954         804           0           0           0           0
         955         805           0           0           0           0
         956         806         500          10          92          16
         957         807           0           0           0           0
         958         808          12           1           3          17
         959         809           0           0           0           0
         960         808         440          16         109          18
         961         809           0           0           0           0
         962         810           0           0           0           0
         963         811           0           0           0           0
         964         812         272           8          52          18
         965         813           0           0           0           0
         966         814           0           0           0           0
         967         815           0           0           0           0
         968         816           4           1           1          18
         969         817           0           0           0           0
         970         818           0           0           0           0
         971         819           0           0           0           0
         972         812         892          18         153          16
         973         813           0           0           0           0
         974         814          76           5          18          15
         975         815           0           0           0           0
         976         816           0           0           0           0
         977         817           0           0           0           0
         978         818         372          11          73           9
         979         819           0           0           0           0
         980         820           4           1           1          18
         981         821           0           0           0           0
         982         822           0           0           0           0
         983         823           0           0           0           0
         984         824         184           7          37          12
         985         825           0           0           0           0
         986         826          16           1           4          16
         987         827           0           0           0           0
         988         828           4           1           1          18
         989         829           0           0           0           0
         990         830           0           0           0           0
         991         831           0           0           0           0
         992         816        1564          24         238          18
         993         817           0           0           0           0
         994         816         312           6          68          14
         995         817           0           0           0           0
         996         818           4           1           1          18
         997         819           0           0           0           0
         998         820           0           0           0           0
         999         821           0           0           0           0
        1000         822          40           3           9          16
        1001         823           0           0           0           0
        1002         824           0           0           0           0
        1003         825           0           0           0           0
        1004         826          72           6          17          17
        1005         827           0           0           0           0
        1006         828           0           0           0           0
        1007         829           0           0           0           0
        1008         830          20           2           5          18
        1009         831           0           0           0           0
        1010         832         156           3          39           6
        1011         833           0           0           0           0
        1012         834           4           1           1          18
        1013         835           0           0           0           0
        1014         836           0           0           0           0
        1015         837           0           0           0           0
        1016         820        2588          24         285          16
        1017         821           0           0           0           0
        1018         822         128           5          32          13
        1019         823           0           0           0           0
        1020         824          72           3          17          14
        1021         825           0           0           0           0
        1022         826           0           0           0           0
        1023         827           0           0           0           0
        1024         828          12           1           3          17
        1025         829           0           0           0           0
        1026         830          24           3           6          18
        1027         831           0           0           0           0
        1028         832           4           1           1          18
        1029         833           0           0           0           0
        1030         834           0           0           0           0
        1031         835           0           0           0           0
        1032         830         668          22         160          15
        1033         831           0           0           0           0
        1034         832           0           0           0           0
        1035         833           0           0           0           0
        1036         834           4           1           1          18
        1037         835           0           0           0           0
        1038         836           0           0           0           0
        1039         837           0           0           0           0
        1040         826         700          19         174          12
        1041         827           0           0           0           0
        1042         828           0           0           0           0
        1043         829           0           0           0           0
        1044         830        1064          15         137          13
        1045         831           0           0           0           0
        1046         832          12           1           3          17
        1047         833           0           0           0           0
        1048         834           4           1           1          18
        1049         835           0           0           0           0
        1050         836           0           0           0           0
        1051         837           0           0           0           0
        1052         832         280           7          69          18
        1053         833           0           0           0           0
        1054         834           0           0           0           0
        1055         835           0           0           0           0
        1056         836           4           1           1          18
        1057         837           0           0           0           0
        1058         838           0           0           0           0
        1059         839           0           0           0           0
        1060         822        2704          28         288           6
